video_id;Titre;URL;Vues;Duree;Likes;Commentaires;Date_Publication;Description;Tags;Categorie_ID;Langue;Langue_Audio;Categories;Intervenants;Tags_Propres
MA7ujIbGaxU;Les sols urbains, récepteurs des biodéchets de la ville ?;https://www.youtube.com/watch?v=MA7ujIbGaxU;1250;01:21:47;32;4;21/12/2023;"Cette vidéo à été réalisé dans le cadre d'une journée de conférence organisée par l'Association Française d'Agriculture Urbaine Professionnelle (AFAUP), Ver de Terre Production, le Réseau Francilien des Agricultures Urbaines et l'Académie du Climat.
Avec la participation d'Anne Blanchard, Hayfa Ben Omrane, Alix Caillard et Virgine Drouet

💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-pro";;27;fr;fr;Formation, Environnement;;
SNBWZ5OaPT4;Énergie : Le climat et moi … 12 leviers pour agir à l’échelle individuelle, Paysages In Marciac 2023;https://www.youtube.com/watch?v=SNBWZ5OaPT4;5119;02:45:25;109;24;22/08/2023;"Ce direct est réalisé à l'occasion de Paysages In Marciac 2023, organisé par Arbre et Paysage 32. Pour en savoir plus : 
https://paysages-in-marciac.fr/
https://ap32.fr/

00:12:34 - Début de la conférence
00:19:40 - Énergies Renouvelables et Collectives en Asatarc : exemple de production locale d'énergie solaire
00:30:45 - Les leviers pour l'énergie à l’échelle individuelle, le Shift Project
02:39:50 - Conclusion, Hervé Covès et Alain Canet

💙 Si vous voulez faire un don pour soutenir notre prod";;27;fr;fr;Formation;Alain Canet;
1xAK4k0swA4;« Les plantes climatisent la terre, qu’on se le dise ! », Paysages In Marciac 2023;https://www.youtube.com/watch?v=1xAK4k0swA4;5231;03:08:53;126;14;22/08/2023;"Journée organisée en partenariat avec la Chambre d’Agriculture du Gers

00:00:00 - Introduction, Alain Canet et Jean-Louis Guilhaumon (directeur artistique du festival Jazz In Marciac)
00:15:40 - Présentation de la conférence, Bernard Malabirade (président de la Chambre d'Agriculture du Gers)
00:21:40 - Projet CLIMAGRI OCCITANIE, Julie Bodeau
01:15:00 - Table ronde : changement climatique en agriculture, défis et leviers

💙 Si vous voulez faire un don pour soutenir notre production vidéo en accè";;27;fr;fr;Formation, Environnement;Alain Canet;
uZwukFTf2Js;Le bois-énergie : menaces ou opportunités pour la forêt ? Jean Michel Mivière, PIM 2023;https://www.youtube.com/watch?v=uZwukFTf2Js;1067;31:24:00;21;2;22/08/2023;"💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-production

👨‍🌾 Cliquez ici pour accéder à nos formations 100% finançables : https://formation.verdeterreprod.fr/
👏 Vous souhaitez être tenu au courant de nos formations ? C'est par ici ! https://tinyurl.com/2s45sxc3

Notre activité se résume en 3 points :

▶ DIFFUSION LIBRE DU SAVOIR
Formations intégrales en accès libre sur YouTube

👨‍🏫 PARC";;27;fr;fr;Formation;;
3SefQq8WMMY;Sylvicultures alternatives et durables face aux changements climatiques, Jacques Hazera, PIM 2023;https://www.youtube.com/watch?v=3SefQq8WMMY;1167;20:57;49;5;22/08/2023;"💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-production

👨‍🌾 Cliquez ici pour accéder à nos formations 100% finançables : https://formation.verdeterreprod.fr/
👏 Vous souhaitez être tenu au courant de nos formations ? C'est par ici ! https://tinyurl.com/2s45sxc3

Notre activité se résume en 3 points :

▶ DIFFUSION LIBRE DU SAVOIR
Formations intégrales en accès libre sur YouTube

👨‍🏫 PARC";;27;fr;fr;Formation;;
w78otX6N6z4;Évolution historique de la gestion forestière durable et pistes d’avenir, Florent Nonon, PIM 2023;https://www.youtube.com/watch?v=w78otX6N6z4;1586;38:13:00;39;2;22/08/2023;"💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-production

👨‍🌾 Cliquez ici pour accéder à nos formations 100% finançables : https://formation.verdeterreprod.fr/
👏 Vous souhaitez être tenu au courant de nos formations ? C'est par ici ! https://tinyurl.com/2s45sxc3

Notre activité se résume en 3 points :

▶ DIFFUSION LIBRE DU SAVOIR
Formations intégrales en accès libre sur YouTube

👨‍🏫 PARC";;27;fr;fr;Formation;;
QNv23Bi7KUo;Paysage : Imaginer les territoires du Bien Être, Paysages in Marciac 2023;https://www.youtube.com/watch?v=QNv23Bi7KUo;2075;02:49:22;31;1;22/08/2023;"00:00:00 - Introduction, Alain Canet
00:05:50 - Qu'est ce qu'un paysage du bien vivre, Bruno Sirven
00:55:30 - Aménager les territoires du bien-être, Jean-Pierre Thibaud (ancien directeur régionale environnement au ministère de l'environnement, fondateur et président de Paysages de l'après pétrole)
01:19:00 - Chasse, paysage et biodiversité dans un département peu boisé, Rémi Bonneville
01:38:00 - Témoignages de référent paysage de la DREAL et de l'union régionale des CAUE d'Occitanie, Alain Gug";;27;fr;fr;Environnement;Alain Canet;
aGN54z1cjLw;Eau : Grand voyage sur l’eau, Paysages In Marciac 2023;https://www.youtube.com/watch?v=aGN54z1cjLw;17902;03:27:34;197;23;22/08/2023;"Ce direct est réalisé à l'occasion de Paysages In Marciac 2023, organisé par Arbre et Paysage 32. Pour en savoir plus : 
https://paysages-in-marciac.fr/
https://ap32.fr/

00:16:50 - Début de la conférence
00:19:25 - Sol nu : climat foutu, Laurent Denise
00:38:30 - Les propriétés exceptionnelles de l'eau, François Hirissou
00:58:30 - La vie est belle, Hervé Covès
01:19:20 - Castor : amant·e de rivière, Suzanne Husky
01:43:45 - Entre terre et eau : les zones humides, Coteaux Gascon
02:05:50 - Conc";;27;fr;fr;Formation, Environnement;;
ESptKxbZJug;Viticulture : la parole aux vignerons en mouvement, Paysages In Marciac 2023;https://www.youtube.com/watch?v=ESptKxbZJug;5340;03:23:30;59;5;22/08/2023;"Ce direct est réalisé à l'occasion de Paysages In Marciac 2023, organisé par Arbre et Paysage 32. Pour en savoir plus : 
https://paysages-in-marciac.fr/
https://ap32.fr/

00:24:40 - Début de la conférence
00:29:30 - Une vigne pour 100 ans, Konrad Schreiber
00:44:00 - Introduction : innover en viticulture et théorie des ilots d'innovation, Eric Schmidt
00:52:45 - Passage de l’innovation en Grandes Cultures à l’innovation en viticulture, Jean-François Agut
01:01:50 - Les couverts végétaux et les a";;27;fr;fr;Viticulture, Formation;Konrad Schreiber;
8Bgh9BMeOpc;DU VERT EN VILLE, Paysages In Marciac 2024;https://www.youtube.com/watch?v=8Bgh9BMeOpc;1381;02:51:44;36;0;16/07/2024;"👏 Formations longues 2024-2025 : inscriptions ouvertes ! https://formation.verdeterreprod.fr/pages/formations-longues?mtm_campaign=ytPIMlive

Ce direct est réalisé à l'occasion de Paysages In Marciac 2024w, organisé par Arbre et Paysage 32. Pour en savoir plus : 
https://paysages-in-marciac.fr/
https://ap32.fr/


CONFÉRENCE à 14h30
DU VERT EN VILLE ! avec Véronique Mure, le CAUE 32, Philippe Benoît, Baptiste Wullschleger et Bruno Sirven

La table-ronde sera animée par Lucie Charles (du CAUE 47 e";;27;fr;fr;Formation;;
2qvQlS-U_FE;PIM 2024 test;https://www.youtube.com/watch?v=2qvQlS-U_FE;5;12:21;0;0;16/07/2024;test;;27;fr;fr;Général;;
U7vWEdAavdk;Le carbone, c'est la vie ! Introduction du RDV national de l'agroécologie;https://www.youtube.com/watch?v=U7vWEdAavdk;1635;08:14;36;0;28/02/2023;"Nataïs et le Centre National de l’agroécologie s’associent pour organiser la 1ère édition du rendez-vous national de l'agroécologie ""Le carbone, c'est la vie !"" le 10 février 2023 à Samatan, de 9h à 17h.

Parce que le carbone traduit efficacement les évolutions positives en matière de climat, de biodiversité ou de qualité de l’eau, il s’agit d’un indicateur simple et évident pour mesurer notre impact et piloter nos agricultures vers des systèmes diversifiés, productifs, durables et résilients. C";;27;fr;fr;Environnement;;
fxYDET_Ehfk;Le carbone au cœur du vivant, Hervé Coves;https://www.youtube.com/watch?v=fxYDET_Ehfk;23041;39:45:00;601;34;28/02/2023;"Nataïs et le Centre National de l’agroécologie s’associent pour organiser la 1ère édition du rendez-vous national de l'agroécologie ""Le carbone, c'est la vie !"" le 10 février 2023 à Samatan, de 9h à 17h.

Parce que le carbone traduit efficacement les évolutions positives en matière de climat, de biodiversité ou de qualité de l’eau, il s’agit d’un indicateur simple et évident pour mesurer notre impact et piloter nos agricultures vers des systèmes diversifiés, productifs, durables et résilients. C";;27;fr;fr;Environnement;Hervé Coves;
BaAIkS2_d6Y;Contre-plongée sur la fertilité de nos sols, Konrad Schreiber;https://www.youtube.com/watch?v=BaAIkS2_d6Y;52952;40:35:00;1021;98;28/02/2023;"Nataïs et le Centre National de l’agroécologie s’associent pour organiser la 1ère édition du rendez-vous national de l'agroécologie ""Le carbone, c'est la vie !"" le 10 février 2023 à Samatan, de 9h à 17h.

Parce que le carbone traduit efficacement les évolutions positives en matière de climat, de biodiversité ou de qualité de l’eau, il s’agit d’un indicateur simple et évident pour mesurer notre impact et piloter nos agricultures vers des systèmes diversifiés, productifs, durables et résilients. C";;27;fr;fr;Environnement;Konrad Schreiber;
G-2hVeUAOms;Carbone et Eau, ce couple à mettre en lumière, Laurent Denise;https://www.youtube.com/watch?v=G-2hVeUAOms;44542;33:40:00;1050;80;28/02/2023;"Nataïs et le Centre National de l’agroécologie s’associent pour organiser la 1ère édition du rendez-vous national de l'agroécologie ""Le carbone, c'est la vie !"" le 10 février 2023 à Samatan, de 9h à 17h.

Parce que le carbone traduit efficacement les évolutions positives en matière de climat, de biodiversité ou de qualité de l’eau, il s’agit d’un indicateur simple et évident pour mesurer notre impact et piloter nos agricultures vers des systèmes diversifiés, productifs, durables et résilients. C";;27;fr;fr;Environnement;;
f9l4OR7Y5d4;Champ et contre-champ, ici on stocke le carbone !, Sylvain Hypolite;https://www.youtube.com/watch?v=f9l4OR7Y5d4;7372;24:17:00;149;0;28/02/2023;"Nataïs et le Centre National de l’agroécologie s’associent pour organiser la 1ère édition du rendez-vous national de l'agroécologie ""Le carbone, c'est la vie !"" le 10 février 2023 à Samatan, de 9h à 17h.

Parce que le carbone traduit efficacement les évolutions positives en matière de climat, de biodiversité ou de qualité de l’eau, il s’agit d’un indicateur simple et évident pour mesurer notre impact et piloter nos agricultures vers des systèmes diversifiés, productifs, durables et résilients. C";;27;fr;fr;Environnement;;
5EJ6R1mymtk;Modélisation et satellites, une approche innovante pour les bilans carbone, Eric Ceschia;https://www.youtube.com/watch?v=5EJ6R1mymtk;2161;59:58:00;33;4;28/02/2023;"Nataïs et le Centre National de l’agroécologie s’associent pour organiser la 1ère édition du rendez-vous national de l'agroécologie ""Le carbone, c'est la vie !"" le 10 février 2023 à Samatan, de 9h à 17h.

Parce que le carbone traduit efficacement les évolutions positives en matière de climat, de biodiversité ou de qualité de l’eau, il s’agit d’un indicateur simple et évident pour mesurer notre impact et piloter nos agricultures vers des systèmes diversifiés, productifs, durables et résilients. C";;27;fr;fr;Environnement;;
GRq6sOg2J2M;Story-board Nataïs, un scénario à partager;https://www.youtube.com/watch?v=GRq6sOg2J2M;1544;49:17:00;22;2;28/02/2023;"Nataïs et le Centre National de l’agroécologie s’associent pour organiser la 1ère édition du rendez-vous national de l'agroécologie ""Le carbone, c'est la vie !"" le 10 février 2023 à Samatan, de 9h à 17h.

Parce que le carbone traduit efficacement les évolutions positives en matière de climat, de biodiversité ou de qualité de l’eau, il s’agit d’un indicateur simple et évident pour mesurer notre impact et piloter nos agricultures vers des systèmes diversifiés, productifs, durables et résilients. C";;27;fr;fr;Environnement;;
f-DXNpFvsWs;Table ronde :  faire germer le champ des possibles;https://www.youtube.com/watch?v=f-DXNpFvsWs;4349;01:21:31;100;17;02/03/2023;"Nataïs et le Centre National de l’agroécologie s’associent pour organiser la 1ère édition du rendez-vous national de l'agroécologie ""Le carbone, c'est la vie !"" le 10 février 2023 à Samatan, de 9h à 17h.

Parce que le carbone traduit efficacement les évolutions positives en matière de climat, de biodiversité ou de qualité de l’eau, il s’agit d’un indicateur simple et évident pour mesurer notre impact et piloter nos agricultures vers des systèmes diversifiés, productifs, durables et résilients. C";;27;fr;fr;Environnement;;
PCul9hKvVJg;Le carbone c'est la vie ! Conclusion du RDV national de l'agroécologie, Stéphane Le Foll;https://www.youtube.com/watch?v=PCul9hKvVJg;3676;04:39;58;12;28/02/2023;"Nataïs et le Centre National de l’agroécologie s’associent pour organiser la 1ère édition du rendez-vous national de l'agroécologie ""Le carbone, c'est la vie !"" le 10 février 2023 à Samatan, de 9h à 17h.

Parce que le carbone traduit efficacement les évolutions positives en matière de climat, de biodiversité ou de qualité de l’eau, il s’agit d’un indicateur simple et évident pour mesurer notre impact et piloter nos agricultures vers des systèmes diversifiés, productifs, durables et résilients. C";;27;fr;fr;Environnement;;
ZjwbudSht14;Serres de Marcel, la ferme expérimentale de Ver de Terre Production;https://www.youtube.com/watch?v=ZjwbudSht14;12350;09:17;503;46;18/08/2021;"Ver de Terre Production se lance dans un projet de Maraîchage sur Sol Vivant. Dans cette série de vidéos nous vous emmenons à la découverte des Serres de Marcel.

💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-production

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus av";;27;fr;fr;Maraîchage, Sol Vivant / ACS, Formation;;
uah6uY-a8Lk;Les Serres de Marcel : La quintuple Chapelle;https://www.youtube.com/watch?v=uah6uY-a8Lk;6581;07:31;191;39;18/08/2021;"Ver de Terre Production se lance dans un projet de Maraîchage sur Sol Vivant. Dans cette série de vidéos nous vous emmenons à la découverte des Serres de Marcel.

💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-production

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus av";;27;fr;fr;Maraîchage, Sol Vivant / ACS, Formation;;
DkOXg6s6Qso;Les Serres de Marcel : La Triple Chapelle;https://www.youtube.com/watch?v=DkOXg6s6Qso;6254;11:04;213;16;18/08/2021;"Ver de Terre Production se lance dans un projet de Maraîchage sur Sol Vivant. Dans cette série de vidéos nous vous emmenons à la découverte des Serres de Marcel.

💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-production

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus av";;27;fr;fr;Maraîchage, Sol Vivant / ACS, Formation;;
YP5L9dJKkbs;Serres de Marcel : Les tunnels fraisiers;https://www.youtube.com/watch?v=YP5L9dJKkbs;5776;03:10;164;9;18/08/2021;"💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-production

Engagé pour la transition agroécologique, Ver de Terre Production agit pour les agriculteurs en créant et diffusant des contenus de formation de haute qualité, conçus avec des agronomes et des professionnels reconnus en agroécologie 🌱

👨‍🌾👩‍🌾 Cliquez ici pour accéder à l'agenda de formation 👉 https://www.verdeterreprod.fr/agenda-f";;27;fr;fr;Formation, Environnement;;
HTFTHwkGGZQ;Tomate sur couverts permanents, François Mulet - Les serres de Marcel;https://www.youtube.com/watch?v=HTFTHwkGGZQ;17330;53:51:00;541;48;14/08/2023;"Un dispositif d'essai de 1000m² comprenant une cinquantaine de modalités de couverts et de cultures différentes a été mis en place en 2022 aux Serres de Marcel sur tomates et concombres.
Les résultats ayant été satisfaisant, la plupart des cultures d'été ont été installées sur couverts permanents pour la saison 2023 et le dispositif d'essai va faire l'objet d'une campagne de mesure importante en 2023 pour mieux comprendre l'impact des couverts sur le sol, la physiologie de la plante et le l'auto";;27;fr;fr;Général;François Mulet;
e3G9AL00Hb4;Tomate sur couverts permanents 2, François Mulet - juin 2023 - Les serres de Marcel;https://www.youtube.com/watch?v=e3G9AL00Hb4;27274;02:14:51;504;63;14/08/2023;"Cette vidéo a été réalisée à l'occasion d'une visite des Serres de Marcel en Juin 2023, dans le cadre du projet ""Ferme expérimentale en Maraîchage Sol Vivant"", avec le soutien de la région Normandie et de l'Union Européenne.

Une deuxième journée de restitution des essais de culture d'été sur couvert permanent aux serres de Marcel, 16 Le Renoulet, 27240 Mesnils-sur-Iton a été organisée le lundi 21 août 2024.

Un dispositif d'essai de 1000 m2 comprenant une cinquantaine de modalités de couverts e";;27;fr;fr;Maraîchage, Sol Vivant / ACS;François Mulet;
GtboG9gb-sg;Private video;https://www.youtube.com/watch?v=GtboG9gb-sg;0;00:00;0;0;22/02/2024;This video is private.;;;;;Général;;
JqiOu5BpUXo;Formation MSV exclusive avec François Mulet !;https://www.youtube.com/watch?v=JqiOu5BpUXo;2428;11:30;118;6;31/10/2024;"Après 3 ans de pause de formation, François Mulet vous propose du 5 au 13 décembre 2024 une formation exclusive en Maraichage Sol Vivant avec une partie digitale et une partie en présentiel aux Serres de Marcel dans l’Eure (27) ! De nouvelles approches y sont en expérimentation, notamment les couverts permanents et la gestion des serres en « climat tropical ».
Voici le lien vers plus d’info et les inscriptions : https://formation.verdeterreprod.fr/courses/msv_a_z

Date limite d'inscription : 7 j";francois mulet, itinéraire technique, maraichage, maraichage bio, maraichage petite surface, maraichage sol vivant, msv, permaculture, sol vivant, agriculture, agroécologie, agronomie, ferme, ver de terre production, verre de terre production, vers de terre production, vincent levavasseur;27;fr;fr;Maraîchage, Sol Vivant / ACS, Formation, Environnement;François Mulet, Vincent Levavasseur;francois mulet, itinéraire technique, maraichage, maraichage bio, maraichage petite surface, maraichage sol vivant, msv, permaculture, agronomie, ferme
wS6Aplg3eJM;Conduite tropicale des serres : une solution contre les ravageurs et maladies ?, François Mulet;https://www.youtube.com/watch?v=wS6Aplg3eJM;11726;01:57:36;268;27;05/11/2024;"Aux Serres de Marcel dans l'Eure, François Mulet mène des essais de gestion climatique des serres pour lutter contre les ravageurs et maladies. Il obtient des résultats sur la gestion des maladies et des ravageurs, notamment sur mildiou, pucerons et acariens,  en amenant le climat des serres à haute température et haute humidité pendant une courte durée.
Les essais présentés dans cette vidéo sont encore très expérimentaux et une erreur de conduite peut causer des dommages irréversibles aux cultu";francois mulet, itinéraire technique, maraichage, maraichage bio, maraichage petite surface, maraichage sol vivant, msv, permaculture, sol vivant, agriculture, agroécologie, agronomie, ferme, ver de terre production, verre de terre production, vers de terre production, vincent levavasseur, climat tropical, serres, serre;27;fr;fr;Maraîchage, Sol Vivant / ACS, Environnement;François Mulet, Vincent Levavasseur;francois mulet, itinéraire technique, maraichage, maraichage bio, maraichage petite surface, maraichage sol vivant, msv, permaculture, agronomie, ferme
Ac09wZjHoTo;Conduite tropicale des serres : une solution contre les ravageurs et maladies ?, François Mulet;https://www.youtube.com/watch?v=Ac09wZjHoTo;4781;00:54;112;0;05/11/2024;Retrouvez la vidéo complète sur notre chaine !;;27;fr;fr;Général;François Mulet;
l6bMgG2GBYc;Private video;https://www.youtube.com/watch?v=l6bMgG2GBYc;0;00:00;0;0;05/12/2024;This video is private.;;;;;Général;;
0hE-cZ4EFEc;Formation Exclusive avec François Mulet : qu'en ont pensé les participants ?;https://www.youtube.com/watch?v=0hE-cZ4EFEc;1021;09:03;30;4;16/01/2025;"👨‍🏫 Vous souhaitez vous formez ? Rendez-vous ici pour accéder aux formations de François Mulet : https://formation.verdeterreprod.fr/courses/couverts-permanents-gestion-climatique-des-serres-et-climat-tropical

💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-production

👨‍🌾 Cliquez ici pour accéder à nos formations 100% finançables : https://formation.verdeterreprod.fr/
👏 Vous souhaitez êt";;27;fr;fr;Formation;François Mulet;
AiDxzS0q3F8;"Visite d'essais de tomates sous couvert, formation ""Le MSV de A à Z"", François Mulet - 4/5";https://www.youtube.com/watch?v=AiDxzS0q3F8;122;55:58:00;2;0;20/01/2025;"Cette vidéo a été tournée lors du troisième jour de la formation ""Le MSV de A à Z"" en décembre 2024 aux Serres de Marcel en Normandie (27). Par ici pour voir le premier jour : https://youtu.be/c66dDp7VYPE
François vous ouvre les portes de sa ferme, les Serres de Marcel en Normandie (27) , pour vous présenter ses essais de couverts permanents sous tomates, et bien d'autres expérimentations !

👨‍🏫 Vous souhaitez vous formez ? Rendez-vous ici pour accéder aux formations de François Mulet : https://";francois mulet, itinéraire technique, maraichage, maraichage bio, maraichage petite surface, maraichage sol vivant, msv, permaculture, sol vivant, agriculture, agroécologie, agronomie, ferme, konrad schreiber, ver de terre production, verre de terre production, vers de terre production, vincent levavasseur;27;fr;fr;Maraîchage, Sol Vivant / ACS, Formation, Environnement;Konrad Schreiber, François Mulet, Vincent Levavasseur;francois mulet, itinéraire technique, maraichage, maraichage bio, maraichage petite surface, maraichage sol vivant, msv, permaculture, agronomie, ferme
5FSWUAisv3Y;"Sols vivants, eau et matières organiques , formation ""Le MSV de A à Z"", François Mulet - 2/5";https://www.youtube.com/watch?v=5FSWUAisv3Y;355;06:16:59;9;3;24/01/2025;"Cette vidéo a été tournée lors du deuxième jour de la formation ""Le MSV de A à Z"" en décembre 2024 aux Serres de Marcel en Normandie (27). Par ici pour voir le premier jour : https://youtu.be/c66dDp7VYPE
Dans cette vidéo, nous explorons les bases de la fertilité des sols, la gestion des flux de matière organique, le bilan humique et bien plus encore ! 🚜🌱 Comment fonctionne un sol fertile ? Quel rôle joue l’eau dans la santé des plantes et du vivant ? Comment cultiver l'eau ? Comment gérer la mat";francois mulet, itinéraire technique, maraichage, maraichage bio, maraichage petite surface, maraichage sol vivant, msv, permaculture, sol vivant;27;fr;fr;Maraîchage, Sol Vivant / ACS, Formation;François Mulet;francois mulet, itinéraire technique, maraichage, maraichage bio, maraichage petite surface, maraichage sol vivant, msv, permaculture
9cntWlX_y4o;Private video;https://www.youtube.com/watch?v=9cntWlX_y4o;0;00:00;0;0;04/02/2025;This video is private.;;;;;Général;;
bD1-A3Jg0zo;"Vers de terre et nutrition des plantes, formation ""Le MSV de A à Z"", François Mulet - 3/5";https://www.youtube.com/watch?v=bD1-A3Jg0zo;211;03:16:43;5;1;04/02/2025;"Cette vidéo a été tournée lors du troisième jour de la formation ""Le MSV de A à Z"" en décembre 2024 aux Serres de Marcel en Normandie (27). François explore ici le monde fascinant des vers de terre et leur impact sur la fertilité des sols. Il nous parle ensuite de l’azote dans la nutrition des plantes et décrit le processus de la photosynthèse et les caractères hétérotrophe et autotrophe d'une plante.
Par ici pour voir le premier jour : https://youtu.be/c66dDp7VYPE

👨‍🏫 Vous souhaitez vous forme";acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, sol vivant;27;fr;fr;Sol Vivant / ACS, Formation;François Mulet;acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol
3P935dROEGg;"Couverts permanents et climat tropical, formation ""Le MSV de A à Z"", François Mulet - 5/5";https://www.youtube.com/watch?v=3P935dROEGg;201;04:05:13;3;0;05/02/2025;"Cette vidéo a été tournée lors de la formation ""Le MSV de A à Z"" en décembre 2024 aux Serres de Marcel en Normandie (27). 
Par ici pour voir le premier jour : https://youtu.be/c66dDp7VYPE

Comment cultiver avec un sol toujours couvert ? Quels sont les impacts du travail du sol ? Comment et pourquoi conduire ses serres en climat tropical ? Quelles techniques pour réussir courges et pommes de terre sur couvert ? Dans cette vidéo, on explore des essais en couvert permanent réalisés aux Serres de Ma";francois mulet, itinéraire technique, maraichage, maraichage bio, maraichage petite surface, maraichage sol vivant, msv, permaculture, sol vivant;27;fr;fr;Maraîchage, Sol Vivant / ACS, Formation;François Mulet;francois mulet, itinéraire technique, maraichage, maraichage bio, maraichage petite surface, maraichage sol vivant, msv, permaculture
Uv04RASE5GE;Private video;https://www.youtube.com/watch?v=Uv04RASE5GE;0;00:00;0;0;05/02/2025;This video is private.;;;;;Général;;
ZwhjvdmevtA;Private video;https://www.youtube.com/watch?v=ZwhjvdmevtA;0;00:00;0;0;05/02/2025;This video is private.;;;;;Général;;
H9cjLZqwe9g;Private video;https://www.youtube.com/watch?v=H9cjLZqwe9g;0;00:00;0;0;05/02/2025;This video is private.;;;;;Général;;
tqdlVAhOcGE;Paysages In Marciac 2021: Jour 2 - Elevage, l'animal c’est pas si mal !;https://www.youtube.com/watch?v=tqdlVAhOcGE;5109;03:56:22;42;8;06/08/2021;"Paysages In Marciac : le rendez-vous estival incontournable de l’agroécologie, des sols vivants, des couverts et de l’agroforesterie ! 
Du 29 juillet au 4 août, Arbre et Paysage 32 et Ver de Terre Production vous accueillent à la Ferme de Refaire à Marciac pour la 13ème édition de Paysages In Marciac ! 
Au programme : conférences, ateliers techniques, masterclass, visites de fermes… il y en aura pour tous les goûts ! ---  
Le programme détaillé du festival :https://paysages-in-marciac.fr/program";;27;fr;fr;Agroforesterie, Élevage, Sol Vivant / ACS, Formation, Environnement;;
0tk0T463T-I;Paysages In Marciac 2021 : Jour 3 - Agriculture et société;https://www.youtube.com/watch?v=0tk0T463T-I;5950;07:53:01;71;12;06/08/2021;"Paysages In Marciac : le rendez-vous estival incontournable de l’agroécologie, des sols vivants, des couverts et de l’agroforesterie ! 
Du 29 juillet au 4 août, Arbre et Paysage 32 et Ver de Terre Production vous accueillent à la Ferme de Refaire à Marciac pour la 13ème édition de Paysages In Marciac ! 
Au programme : conférences, ateliers techniques, masterclass, visites de fermes… il y en aura pour tous les goûts ! ---  
Le programme détaillé du festival :https://paysages-in-marciac.fr/program";;27;fr;fr;Agroforesterie, Sol Vivant / ACS, Formation, Environnement;;
z1p1ByCA-yE;Paysages In Marciac 2021 : Jour 4 - Fruits et légumes;https://www.youtube.com/watch?v=z1p1ByCA-yE;7454;06:42:08;91;5;06/08/2021;"Paysages In Marciac : le rendez-vous estival incontournable de l’agroécologie, des sols vivants, des couverts et de l’agroforesterie ! 
Du 29 juillet au 4 août, Arbre et Paysage 32 et Ver de Terre Production vous accueillent à la Ferme de Refaire à Marciac pour la 13ème édition de Paysages In Marciac ! 
Au programme : conférences, ateliers techniques, masterclass, visites de fermes… il y en aura pour tous les goûts ! ---  
Le programme détaillé du festival :https://paysages-in-marciac.fr/program";;27;fr;fr;Agroforesterie, Sol Vivant / ACS, Formation, Environnement;;
Vzn3YK-bXPw;Paysages In Marciac 2021 : Jour 5 - Viticulture grandeur Nature;https://www.youtube.com/watch?v=Vzn3YK-bXPw;5768;07:56:52;61;11;06/08/2021;"Paysages In Marciac : le rendez-vous estival incontournable de l’agroécologie, des sols vivants, des couverts et de l’agroforesterie ! 
Du 29 juillet au 4 août, Arbre et Paysage 32 et Ver de Terre Production vous accueillent à la Ferme de Refaire à Marciac pour la 13ème édition de Paysages In Marciac ! 
Au programme : conférences, ateliers techniques, masterclass, visites de fermes… il y en aura pour tous les goûts ! ---  
Le programme détaillé du festival : https://paysages-in-marciac.fr/progra";;27;fr;fr;Agroforesterie, Viticulture, Sol Vivant / ACS, Formation, Environnement;;
